4ntOm21hUUEJ	DJ Pietraszewski	2009	Erasing race with cooperation: Evidence that race is a consequence of coalitional inferences		http://search.proquest.com/openview/513b64450bf27cd52419ffe99ff3a8a3/1?pq-origsite=gscholar&cbl=18750&diss=y	google	
yte96oKFbRsJ	E Halperin	2015	Emotions in conflict: Inhibitors and facilitators of peace making		https://books.google.com/books?hl=en&lr=&id=PMg0CwAAQBAJ&oi=fnd&pg=PP1&ots=PytEV0ggtx&sig=n9eFrIxlkObPW5PmwwaGEvELhQ8	google	
zs2dZBm3yCEJ	M Ratzmann	2015	Zusammenarbeit in altersdiversen Innovationsteams	Teamkonstellation und betriebliche	https://link.springer.com/chapter/10.1007/978-3-658-07386-2_7	google	
yduzUNpijvQJ	SC Wright	2001	Strategic collective action: Social psychology and social change	Blackwell handbook of social psychology	http://onlinelibrary.wiley.com/doi/10.1002/9780470693421.ch20/summary	google	
TYVUSd02BGUJ	S Waldzus, A Mummendey, M Wenzel…	2003	Towards tolerance: Representations of superordinate categories and perceived ingroup prototypicality	Journal of Experimental	https://www.sciencedirect.com/science/article/pii/S0022103102005073	google	
GEHmdKs6AA4J	AS De Pauw, P Arjaan, H Van den Broeck	2013	Bridging the faultline gap: Subgroup composition and Goal Structure in Crossed-Groups Social Dilemmas	Ann-Sophie De Pau	https://biblio.ugent.be/publication/4175929/file/4177084#page=121	google	
DueBE9N4_QwJ	S Demoulin, JP Leyens…	2005	Motivation to support a desired conclusion versus motivation to avoid an undesirable conclusion: The case of infra‐humanization	International Journal	http://onlinelibrary.wiley.com/doi/10.1080/00207590500184495/full	google	
gejIk20NumkJ	M Avci-Werning	2004	Prävention ethnischer Konflikte in der Schule		https://books.google.com/books?hl=en&lr=&id=zL6nuKy-BV0C&oi=fnd&pg=PA13&ots=4qKGGN3fry&sig=iQ03OGY_okGPIHSe714wSGtd2nM	google	
GZmXF2fUFgAJ	KM Thomas	2012	Diversity resistance in organizations		https://books.google.com/books?hl=en&lr=&id=RVrTpCEzLXIC&oi=fnd&pg=PR5&ots=iANG9E7IE8&sig=X12jNwUKQsgE3KLqK5-ilfkWPAo	google	
k4sgzkZfDaIJ	K Mitchell	2012	Student mobility and European Identity: Erasmus Study as a civic experience?	Journal of Contemporary European Researc	http://www.jcer.net/index.php/jcer/article/view/473	google	
